Company Name,Company Name for Emails,# Employees,Website,Company City,Company State,Company Postal Code,Company Address,Company Phone,Apollo Record Id,NAICS Codes,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
Portner Law Limited,Portner Law,24,http://www.portner.co.uk,London,,,"London, United Kingdom",'+44 20 7616 5300,668e80d843a41b0001089cf8,541110,Judge & Priestley (judge-priestley.co.uk),54a1340869702d2f9f3b2e00,,,,,,,
Creighton & Partners,Creighton,43,http://www.creighton.co.uk,London,,,"London, United Kingdom",'+44 20 7976 2233,668e80d843a41b0001089d09,54111,,,,,,,,,
Devereux Chambers,Devereux Chambers,,,London,England,WC2R 1,"9 Devereux Court, London, England, United Kingdom, WC2R 1",'+44 20 7353 7534,668e80d943a41b0001089d70,,,,,,,,,,
Curzon Green Solicitors,Curzon Green Solicitors,38,http://www.curzongreen.co.uk,London,England,EC3M 8AA,"7 Philpot Lane, London, England, United Kingdom, EC3M 8AA",'+44 14 9445 1355,668e80f8843c5e000196ab1f,54111,,,,,,,,,
Mary Ward Legal Centre,Mary Ward Legal Centre,23,http://www.marywardlegal.org.uk,London,,,"London, United Kingdom",'+44 20 7831 7079,668e81109715f80001d9451f,54111,,,,,,,,,
ILFA,ILFA,29,http://www.ilfaafrica.com,London,England,NW4 2,"Sentinel Square, London, England, United Kingdom, NW4 2",,668e81109715f80001d94521,"54111, 813920, 611430",,,,,,,,,
JPA International Legal Services,JPA International Legal Services,35,http://www.jpalegal.com,London,,,"London, United Kingdom",'+30 21 0729 8700,668e81119715f80001d94572,54111,,,,,,,,,
AllAboutLaw,AllAboutLaw,,,London,,,"London, United Kingdom",,668e81119715f80001d94577,,,,,,,,,,
Great James Street Chambers,Great James Street Chambers,47,http://www.greatjames.co.uk,London,England,EC4M 7AN,"20 Old Bailey, London, England, United Kingdom, EC4M 7AN",'+44 20 7440 4949,668e811a16a99300018961e3,541110,,,,,,,,,
Crucible,Crucible,31,http://www.crucible.law,London,,,"London, United Kingdom",'+44 20 7031 5310,668e811a16a99300018961fd,541110,,,,,,,,,
Combar - The Commercial Bar Association,Combar,60,http://www.combar.com,London,,,"London, United Kingdom",'+44 20 7427 4932,668e81584447c70001bd2d18,,,,,,,,,,
Freedom Law Clinic,Freedom Law Clinic,31,http://www.freedomlawclinic.org,London,,,"London, United Kingdom",'+44 20 7183 0795,668e81584447c70001bd2d1b,"61131, 541110, 611430",,,,,,,,,
FinLegal,FinLegal,37,http://www.finlegal.io,London,England,W1J 0AH,"Vine Street, London, England, United Kingdom, W1J 0AH",'+44 20 3488 2707,668e81584447c70001bd2d2b,513210,,,,,,,,,
Vyman Solicitors,Vyman Solicitors,51,http://www.vyman.co.uk,London,,,"London, United Kingdom",'+44 20 8427 9080,66f66839aa68c40001c1ec9d,54111,,,,,,,,,
Fentons Solicitors LLP,Fentons Solicitors,32,,London,,,"London, United Kingdom",,6791fe443a6bfd0001a50f0d,541110,,,,,,,,,
DKLM LLP,DKLM,61,http://www.dklm.co.uk,London,,,"London, United Kingdom",'+44 20 7549 7888,6791fe443a6bfd0001a50f1a,54111,,,,,,,,,
5 St Andrew's Hill,5 St Andrew's Hill,98,http://www.5sah.co.uk,London,,,"London, United Kingdom",'+44 20 7332 5400,6791fe443a6bfd0001a50f22,541110,,,,,,,,,
Saville & Co. Scrivener Notaries,Saville & Co. Scrivener Notaries,27,http://www.savillenotaries.com,London,,,"London, United Kingdom",'+44 20 7776 9800,6791fe443a6bfd0001a50f24,54111,,,,,,,,,
Accutrainee Limited,Accutrainee,20,http://www.accutrainee.com,London,,,"London, United Kingdom",'+44 20 7040 0973,6791fe443a6bfd0001a50f27,54111,,,,,,,,,
Coram Chambers,Coram Chambers,97,http://www.coramchambers.co.uk,London,,,"London, United Kingdom",'+44 20 7092 3700,6791fe443a6bfd0001a50f29,541110,,,,,,,,,
Legal Business Minds,Legal Business Minds,4,http://www.legalbusinessminds.com,London,,,"London, United Kingdom",,6791fe453a6bfd0001a50fad,"54111, 51621",,,,,,,,,
Lewis Nedas Law,Lewis Nedas Law,56,http://www.lewisnedas.co.uk,London,,,"London, United Kingdom",020 4572 1313,6791fe453a6bfd0001a50fc1,541110,,,,,,,,,
Jaffa & Co,Jaffa,23,http://www.jaffa-co.com,London,England,,"London, England, United Kingdom",'+44 20 7846 0341,6791fe453a6bfd0001a50fc3,541110,,,,,,,,,
Level,Level,62,http://www.level.law,London,,,"London, United Kingdom",'+44 20 3865 1000,6791fe453a6bfd0001a50fc5,54111,,,,,,,,,
DL,DL,31,http://www.dascanioleshi.com,London,,,"London, United Kingdom",,6791fe6ead37a3000152307a,,,,,,,,,,
Prospect Law,Prospect Law,26,http://www.prospectlaw.co.uk,London,England,W1J 6,"23 Berkeley Square, London, England, United Kingdom, W1J 6",'+44 20 7947 5354,687fa8136ef4650001c36815,541110,,,,,,,,,
Enyo Law LLP,Enyo Law,82,http://www.enyolaw.com,London,England,EC4Y 0AH,"1 Tudor Street, London, England, United Kingdom, EC4Y 0AH",'+44 20 3837 1700,687fa8136ef4650001c36827,,,,,,,,,,
Zaiwalla & Co,Zaiwalla,21,http://www.zaiwalla.co.uk,London,England,WC2A 1,"126 Chancery Lane, London, England, United Kingdom, WC2A 1",'+44 20 7312 1000,687fa8136ef4650001c36810,541110,,,,,,,,,
Humphries Kerstetter LLP,Humphries Kerstetter,25,http://www.humphrieskerstetter.com,London,England,EC4Y 1DG,"92 Fleet Street, London, England, United Kingdom, EC4Y 1DG",'+44 20 7632 6900,687fa8136ef4650001c36824,541110,,,,,,,,,
Town Legal LLP,Town Legal,66,http://www.townlegal.com,London,England,EC2N 2DL,"10 Throgmorton Avenue, London, England, United Kingdom, EC2N 2DL",'+44 20 3893 0370,687fa839cf702a0001dc2293,54111,,,,,,,,,
Memery Crystal,Memery Crystal,37,http://www.memerycrystal.com,London,England,EC4Y 1,"166 Fleet Street, London, England, United Kingdom, EC4Y 1",'+44 20 7242 5905,687fa839cf702a0001dc229c,541110,RBG Holdings plc (rbgholdings.co.uk),61ec7eaedb84560001a5a891,,,,,,,
Masters Legal Costs Services LLP,Masters Legal Costs Services,39,http://www.masters-legal.co.uk,London,England,EC2M 4HD,"3 New Street, London, England, United Kingdom, EC2M 4HD",'+44 20 7256 3620,687fa839cf702a0001dc229a,54111,,,,,,,,,
JFH Law,JFH Law,23,http://www.jfhlaw.co.uk,London,England,NW1 0,"7b Bayham Street, London, England, United Kingdom, NW1 0",'+44 20 7388 1658,687fa839cf702a0001dc2290,541110,,,,,,,,,
Manches - see Penningtons Manches LLP,Manches,69,http://www.penningtons.co.uk,London,England,SE22 0LR,"238 Peckham Rye, London, England, United Kingdom, SE22 0LR",'+44 12 5640 7100,687fa83acf702a0001dc233a,541110,,,,,,,,,
3 Hare Court Chambers,3 Hare Court Chambers,63,http://www.3harecourt.com,London,England,EC4Y 7BJ,"3 Hare Court, London, England, United Kingdom, EC4Y 7BJ",'+44 20 7415 7800,687fa83acf702a0001dc2332,54111,,,,,,,,,
Albertson Solicitors,Albertson Solicitors,17,http://www.albertson.law,London,England,WC2A 3UE,"14 Old Square, London, England, United Kingdom, WC2A 3UE",'+44 20 7078 7363,687fa83acf702a0001dc232a,541110,,,,,,,,,
Ten Old Square,Ten Old Square,33,http://www.tenoldsquare.com,London,England,WC2A 3SU,"10 Old Square, London, England, United Kingdom, WC2A 3SU",'+44 20 7405 0758,687fa8577a1d900001dcc451,541110,,,,,,,,,
Cloisters Chambers,Cloisters Chambers,83,http://www.cloisters.com,London,England,EC4Y 7AB,"1 Pump Court, London, England, United Kingdom, EC4Y 7AB",'+44 20 7827 4000,687fa8577a1d900001dcc457,541110,,,,,,,,,
5RB,5RB,53,http://www.5rb.com,London,England,WC1R 5,"5 Gray's Inn Square, London, England, United Kingdom, WC1R 5",'+44 20 7242 2902,687fa8577a1d900001dcc468,54111,,,,,,,,,
Konexo Legal Resourcing,Konexo Legal Resourcing,40,http://www.konexoglobal.com,London,England,E17 3HU,"1 Wood Street, London, England, United Kingdom, E17 3HU",'+44 20 7919 4500,687fa8577a1d900001dcc511,"541110, 541611",Eversheds Sutherland (eversheds-sutherland.com),5f4794a7b69f3700013f6825,,,,,,,
Harcus Parker Limited,Harcus Parker,41,http://www.harcusparker.co.uk,London,England,WC2R 0,"80 Strand, London, England, United Kingdom, WC2R 0",'+44 20 3995 3900,687fa8577a1d900001dcc4f6,541110,,,,,,,,,
8 New Square Intellectual Property,8 New Square Intellectual Property,30,http://www.8newsquare.co.uk,London,England,WC2A 3QP,"8 New Square, London, England, United Kingdom, WC2A 3QP",'+44 20 7405 4321,687fa88164e3b00001964d40,541110,,,,,,,,,
MORGAN HAS SOLICITORS LTD,MORGAN HAS SOLICITORS,36,http://www.morganhassolicitors.co.uk,London,England,N16 7,"133 Stoke Newington High Street, London, England, United Kingdom, N16 7",'+44 20 7249 1337,687fa88164e3b00001964d25,541110,,,,,,,,,
Stuart Miller Solicitors,Stuart Miller Solicitors,56,http://www.stuartmillersolicitors.co.uk,London,England,N22 8HF,"247 High Road, London, England, United Kingdom, N22 8HF",'+44 20 8888 5225,687fa88164e3b00001964d42,541110,,,,,,,,,
محمد ابوشنب,محمد ابوشنب,37,,London,England,W1K 7,"116 Park Street, London, England, United Kingdom, W1K 7",,687fa88164e3b00001964dc5,541110,,,,,,,,,
LawFirms,LawFirms,20,http://www.lawfirms.co.uk,London,England,,"London, England, United Kingdom",'+44 161 718 2222,687fa8c72a959f000108eab0,,,,,,,,,,
Burlingtons,Burlingtons,44,http://www.burlingtons.group,London,England,W1C 1AX,"5 Stratford Place, London, England, United Kingdom, W1C 1AX",'+44 20 7529 5420,687fa8f4d7236b00018ff510,54111,,,,,,,,,
Farrar's Building,Farrar's Building,77,http://www.farrarsbuilding.co.uk,London,England,,"Middle Temple Lane, London, England, United Kingdom",'+44 20 7583 9241,687fa8f4d7236b00018ff517,541110,,,,,,,,,
"Athenian Sea Carriers, Ltd.",Athenian Sea Carriers,34,,London,England,SW1X 9QX,"192 Sloane Street, London, England, United Kingdom, SW1X 9QX",'+30 21 0683 4875,687fa8f4d7236b00018ff513,,,,,,,,,,
Bellevue Law,Bellevue Law,34,http://www.bellevuelaw.co.uk,London,England,EC1V 0LN,"9 Dallington Street, London, England, United Kingdom, EC1V 0LN",'+44 20 3432 2110,687fa8f5d7236b00018ff5b7,54111,,,,,,,,,
Magrath Sheldrick LLP,Magrath Sheldrick,64,http://www.magrath.co.uk,London,England,WC2A 1LS,"24 Chancery Lane, London, England, United Kingdom, WC2A 1LS",'+44 20 7495 3003,687fa9071e8abc00010d50a8,541110,,,,,,,,,
LegalEdge,LegalEdge,71,http://www.legaledge.co.uk,London,England,EC2Y 9DT,"1 Fore Street Avenue, London, England, United Kingdom, EC2Y 9DT",'+44 20 3086 8909,687fa9071e8abc00010d50b3,54111,,,,,,,,,
Cleveland Scott York,Cleveland Scott York,45,http://www.csy-ip.com,London,England,EC4A 1,"5 Norwich Street, London, England, United Kingdom, EC4A 1",'+44 20 3077 3499,687fa9071e8abc00010d5122,541110,,,,,,,,,
Constantine Law,Constantine Law,37,http://www.constantinelaw.co.uk,London,England,SW1Y 4JU,"8 St James's Square, London, England, United Kingdom, SW1Y 4JU",'+44 20 3696 8230,687fa9071e8abc00010d5147,541110,,,,,,,,,
Reiss Edwards,Reiss Edwards,23,http://www.reissedwards.co.uk,London,England,EC2V 7HY,"20 Aldermanbury, London, England, United Kingdom, EC2V 7HY",'+44 20 3744 2797,687fa9071e8abc00010d514c,54111,,,,,,,,,
One Essex Court,One Essex Court,140,http://www.oeclaw.co.uk,London,England,W6 0NN,"1 Essex Court, London, England, United Kingdom, W6 0NN",'+44 20 7583 2000,697353c6f91d0e0001f195c3,541110,,,,,,,,,
Littleton Chambers,Littleton Chambers,110,http://www.littletonchambers.com,London,England,EC4Y 7DL,"4 Kings Bench Walk, London, England, United Kingdom, EC4Y 7DL",'+44 20 7797 8600,697353c6f91d0e0001f195d0,541110,,,,,,,,,
Landmark Chambers,Landmark Chambers,130,http://www.landmarkchambers.co.uk,London,England,EC4A 2HG,"180 Fleet Street, London, England, United Kingdom, EC4A 2HG",'+44 20 7430 1221,697353e8f91d0e0001f19be2,541110,,,,,,,,,
Brick Court Chambers,Brick Court Chambers,140,http://www.brickcourt.co.uk,London,England,WC2R 3,"7 Essex Street, London, England, United Kingdom, WC2R 3",'+44 20 7379 3550,6977723118f44f0001df57cb,54111,,,,,,,,,
Nicholsons Solicitors LLP,Nicholsons Solicitors,40,http://www.nicholsonslaw.com,Lowestoft,England,NR32 1PP,"23 Alexandra Road, Lowestoft, England, United Kingdom, NR32 1PP",'+44 150 253 2300,6a425637b2a46200017662b4,541110,,,,,,,,,
Templar Consultants,Templar Consultants,42,http://www.templarconsultants.com,London,England,WC2A 1HR,"Quality Court, London, England, United Kingdom, WC2A 1HR",'+44 20 7164 6501,6a425637b2a46200017662b7,"541110, 541611",,,,,,,,,
Lauristons,Lauristons,26,http://www.lauristonlawfirm.com,London,England,SW19 7,"53 Wimbledon Hill Road, London, England, United Kingdom, SW19 7",'+44 20 8994 4433,6a425637b2a46200017662bb,541110,,,,,,,,,
Work Rights Centre,Work Rights Centre,24,http://www.workrightscentre.org,London,England,NW10 2JR,"379 High Road, London, England, United Kingdom, NW10 2JR",'+44 300 400 0100,6a425637b2a46200017662bf,"813311, 541110",,,,,,,,,
Essex Court Chambers,Essex Court Chambers,120,http://www.essexcourt.com,London,England,WC2A 3EG,"24 Lincoln's Inn Fields, London, England, United Kingdom, WC2A 3EG",'+44 20 7813 8000,6a425637b2a46200017662c5,541110,,,,,,,,,
London Solicitors,London Solicitors,52,http://www.greymore.com,London,England,EC2N 1HN,"25 Old Broad Street, London, England, United Kingdom, EC2N 1HN",'+44 20 8808 1285,62cad3b76b63bd0001d986b4,541110,,,,,,,,,
MRA Search,MRA Search,81,http://www.mrasearch.co.uk,London,England,EC4R 2RA,"1 College Hill, London, England, United Kingdom, EC4R 2RA",'+44 20 7618 9080,63be9f6ac742c700a3576fe5,561312,,,,,,,,,
Drystone Chambers,Drystone Chambers,63,http://www.drystone.com,London,England,WC1R 4,"35 Bedford Row, London, England, United Kingdom, WC1R 4",'+44 20 7404 1881,645e0a249f342b0001edc178,54111,,,,,,,,,
Islamophobia Response Unit,Islamophobia Response Unit,33,http://www.theiru.org.uk,London,,,"London, United Kingdom",'+44 20 3904 6555,645e0aa2dd1fa700010857e3,"81331, 813410, 624190",,,,,,,,,
HJT Training Ltd,HJT Training,28,http://www.hjt-training.co.uk,London,England,EC4Y 1,"107 Fleet Street, London, England, United Kingdom, EC4Y 1",'+07544164692,653f918cab32d00001d76a3e,"61131, 611430",,,,,,,,,
Farringdon Barristers Chambers,Farringdon Barristers Chambers,34,http://www.farringdon-law.co.uk,London,England,SE1 3TQ,"180 Bermondsey Street, London, England, United Kingdom, SE1 3TQ",,653f924926cc5f0001c04f86,54111,,,,,,,,,
Starck Uberoi Solicitors & Advocates,Starck Uberoi Solicitors & Advocates,40,http://www.starckuberoi.co.uk,London,,,"London, United Kingdom",'+44 20 8840 6640,653f9a54f28f4e000131349c,541110,,,,,,,,,
Lawmatic Solicitors,Lawmatic Solicitors,38,http://www.lawmaticsolicitors.com,London,England,,"London, England, United Kingdom",'+44 20 8077 5079,653f9af429609500a331a811,54111,,,,,,,,,
Keller Postman UK Limited,Keller Postman UK,68,http://www.kpl.co.uk,London,England,WC2A 1DD,"79 Chancery Lane, London, England, United Kingdom, WC2A 1DD",'+44 20 8057 7480,65e1d4031a44c30001ea8630,541110,Legatus Holdings Limited (legatusholdings.co.uk),678cd5ba08522900016ba7a9,,,,,,,
Raedas,Raedas,33,http://www.raedas.com,London,,,"London, United Kingdom",'+44 20 3405 2082,65e843770f4bb60007cff917,,,,,,,,,,
Jalubro,Jalubro,26,http://www.jalubro.com,London,England,,"London, England, United Kingdom",'+44 20 3960 6415,665db33bd160220001871f57,"541611, 541512",,,,,,,,,
Lawfront,Lawfront,86,http://www.lawfront.com,London,,,"London, United Kingdom",'+44 330 111 3131,665db33bd160220001871f7d,541110,,,,,,,,,
Media Defence,Media Defence,24,http://www.mediadefence.org,London,England,WC1R 5,"330 High Holborn, London, England, United Kingdom, WC1R 5",'+44 20 3752 5550,665db3fab4241a0001be3ec5,54119,,,,,,,,,
Sinclair Gibson LLP,Sinclair Gibson,37,http://www.sinclairgibson.com,London,England,WC2A 3AA,"3 Lincoln's Inn Fields, London, England, United Kingdom, WC2A 3AA",'+44 20 7242 9700,668e80d843a41b0001089d10,541110,,,,,,,,,
1 Hare Court,1 Hare Court,58,http://www.1hc.com,London,England,EC4Y 7BE,"1 Hare Court, London, England, United Kingdom, EC4Y 7BE",'+44 20 7797 7070,668e80d843a41b0001089d18,54111,,,,,,,,,
The Society of Construction Law,The Society of Construction Law,29,http://www.scl.org.uk,London,England,WC2H 0AW,"London, England, United Kingdom, WC2H 0AW",'+44 20 7017 5192,668e80f7843c5e000196ab10,"813920, 611430, 561920",,,,,,,,,
Cavendish Legal Group,Cavendish Legal Group,,,London,England,E17 4QH,"Hoe Street, London, England, United Kingdom, E17 4QH",,668e81119715f80001d94569,,,,,,,,,,
UKELA - UK Environmental Law Association,UKELA,70,http://www.ukela.org,London,England,NW4 3,"3 Riverside, London, England, United Kingdom, NW4 3",'+44 20 7832 1111,668e81119715f80001d9456a,"54119, 813410, 561920",,,,,,,,,
A ROOM IN MY HOUSE LIMITED,A ROOM IN MY HOUSE,28,,London,,N2,"London, United Kingdom, N2",,668e811a16a99300018961e0,,,,,,,,,,
European Criminal Bar Association,European Criminal Bar Association,35,http://www.ecba.org,London,England,WC1R 4HD,"25 Bedford Row, London, England, United Kingdom, WC1R 4HD",'+44 20 7067 1536,668e811a16a99300018961e4,"54111, 813920, 813410",,,,,,,,,
ERM Libryo Collaborate,ERM Libryo Collaborate,44,,London,England,EC1V 9,"1 Old Street, London, England, United Kingdom, EC1V 9",,668e811a16a99300018961fc,,,,,,,,,,
IWGB - Independent Workers Union of Great Britain,IWGB,31,http://www.iwgb.org.uk,London,England,N1 9LL,"12 Baron Street, London, England, United Kingdom, N1 9LL",,668e811a16a99300018961fe,813930,,,,,,,,,
Mountford Chambers,Mountford Chambers,62,http://www.mountfordchambers.com,London,,,"London, United Kingdom",'+44 20 7936 6300,6791fe443a6bfd0001a50f0e,54111,,,,,,,,,
Goodman Ray,Goodman Ray,61,http://www.goodmanray.com,London,,,"London, United Kingdom",'+44 20 7608 1227,6791fe443a6bfd0001a50f0f,54111,,,,,,,,,
A4ID - Advocates for International Development,A4ID,32,http://www.a4id.org,London,,,"London, United Kingdom",'+44 20 3752 5514,6791fe443a6bfd0001a50f12,"54111, 813410, 928120",,,,,,,,,
Blackfords LLP,Blackfords,64,http://www.blackfords.com,London,,,"London, United Kingdom",'+44 29 2032 9645,6791fe443a6bfd0001a50f18,541110,,,,,,,,,
Wikborg Rein London,Wikborg Rein London,36,,London,,,"London, United Kingdom",,6791fe443a6bfd0001a50f25,541110,,,,,,,,,
Ignition Law,Ignition Law,46,http://www.ignition.law,London,,,"London, United Kingdom",'+44 20 3432 4020,6791fe443a6bfd0001a50f36,541110,,,,,,,,,
Bark&Co,Bark&Co,40,http://www.barkco.com,London,,,"London, United Kingdom",'+44 20 7353 1990,6791fe453a6bfd0001a50fb4,541110,,,,,,,,,
Junior Lawyers Division,Junior Lawyers Division,26,,London,,,"London, United Kingdom",'+44 20 7242 1222,6791fe453a6bfd0001a50fb8,"611430, 813920",,,,,,,,,
Merali Beedle,Merali Beedle,61,http://www.meralibeedle.com,London,,,"London, United Kingdom",'+44 20 7368 3325,6791fe453a6bfd0001a50fc8,541110,,,,,,,,,
Adam Bernard Solicitors,Adam Bernard Solicitors,64,http://www.adambernards.co.uk,London,,,"London, United Kingdom",'+44 20 7100 2525,6791fe453a6bfd0001a50fca,,,,,,,,,,
9BR Chambers,9BR Chambers,64,http://www.9brchambers.co.uk,London,England,SW19 8EQ,"4 Field Court, London, England, United Kingdom, SW19 8EQ",'+44 20 7489 2727,6791fe453a6bfd0001a50fcb,541110,,,,,,,,,
Chisty Law Chambers,Chisty Law Chambers,86,http://www.chistylawchambers.com,London,,,"London, United Kingdom",311-177-7020,6791fe453a6bfd0001a50fcc,541110,,,,,,,,,
Speechly Bircham,Speechly Bircham,63,http://www.speechlys.com,London,,,"London, United Kingdom",'+44 20 7427 6400,6791fe453a6bfd0001a50fce,54111,,,,,,,,,
Norman H Barnett & Co Solicitors,Norman H Barnett & Co Solicitors,26,http://www.normanhbarnett.co.uk,London,England,E6 2JT,"397 Barking Road, London, England, United Kingdom, E6 2JT",'+44 20 8472 9999,6791fe6ead37a30001523070,54111,,,,,,,,,
Westbrook Law,Westbrook Law,24,http://www.westbrooklaw.co.uk,London,England,E12 6PG,"367 High Street North, London, England, United Kingdom, E12 6PG",'+44 20 8552 2572,6791fe6ead37a30001523086,,,,,,,,,,
Family Law in Partnership,Family Law in Partnership,53,http://www.flip.co.uk,London,England,WC2B 4,"46 Aldwych, London, England, United Kingdom, WC2B 4",'+44 20 7420 5000,687fa8136ef4650001c3683b,54111,,,,,,,,,
Atkin Chambers,Atkin Chambers,76,http://www.atkinchambers.com,London,England,NW11 7AL,"8 South Square, London, England, United Kingdom, NW11 7AL",'+44 20 7404 0102,687fa8136ef4650001c3683a,54111,,,,,,,,,
NEC Contracts®,NEC Contracts®,24,http://www.neccontract.com,London,England,SW1P 3AA,"1 Great George Street, London, England, United Kingdom, SW1P 3AA",'+44 20 7665 2446,687fa8136ef4650001c36828,541330,,,,,,,,,
Child & Child,Child & Child,91,http://www.childandchild.co.uk,London,England,SW1X 7EA,"21 Grosvenor Place, London, England, United Kingdom, SW1X 7EA",'+44 20 7235 8000,687fa8136ef4650001c3682f,54111,,,,,,,,,
Howe and Co,Howe and Co,25,http://www.howe.co.uk,London,England,W5 2BS,"40 Uxbridge Road, London, England, United Kingdom, W5 2BS",'+44 20 8840 4688,687fa8136ef4650001c36839,541110,,,,,,,,,
Radcliffe Chambers,Radcliffe Chambers,89,http://www.radcliffechambers.com,London,England,WC2A 3QB,"11 New Square, London, England, United Kingdom, WC2A 3QB",'+44 20 7831 0081,687fa839cf702a0001dc22a4,54111,,,,,,,,,
Francis Taylor Building,Francis Taylor Building,76,http://www.ftbchambers.co.uk,London,England,EC4Y 7BY,"Inner Temple, London, England, United Kingdom, EC4Y 7BY",,687fa839cf702a0001dc22a9,541110,,,,,,,,,
Mackrell International Legal Network,Mackrell International Legal Network,23,http://www.mackrell.net,London,England,WC2N 4JS,"60 St Martin's Lane, London, England, United Kingdom, WC2N 4JS",'+44 20 7240 0521,687fa839cf702a0001dc229d,541110,Lester Aldridge (lesteraldridge.com),55696f9e7369642579f02b00,,,,,,,
Hailsham Chambers,Hailsham Chambers,76,http://www.hailshamchambers.com,London,England,EC4Y 7EX,"4 Paper Buildings, London, England, United Kingdom, EC4Y 7EX",'+44 20 7643 5000,687fa839cf702a0001dc2297,54111,,,,,,,,,
Three Stone,Three Stone,39,http://www.threestone.law,London,England,WC2A 3XL,"3 Stone Buildings, London, England, United Kingdom, WC2A 3XL",'+44 20 7242 4937,687fa83acf702a0001dc2341,541110,,,,,,,,,
Muscatt Black Graf LLP,Muscatt Black Graf,27,http://www.muscattblackgraf.com,London,England,W1U,"100 Baker Street, London, England, United Kingdom, W1U",,687fa8577a1d900001dcc46c,541110,,,,,,,,,
South Square,South Square,72,http://www.southsquare.com,London,England,WC1R 5HP,"3 South Square, London, England, United Kingdom, WC1R 5HP",'+44 20 7696 9900,687fa8577a1d900001dcc479,54111,,,,,,,,,
Hickman & Rose,Hickman & Rose,54,http://www.hickmanandrose.co.uk,London,England,EC1M 4DS,"33 St John's Square, London, England, United Kingdom, EC1M 4DS",'+44 20 7702 5331,687fa8577a1d900001dcc463,541110,,,,,,,,,
Specters Solicitors,Specters Solicitors,31,http://www.specters.co.uk,London,England,EC1M 5UL,"49 Britton Street, London, England, United Kingdom, EC1M 5UL",'+44 300 303 3629,687fa88164e3b00001964d35,54111,,,,,,,,,
HCO,HCO,49,http://www.hco.legal,London,England,EC3N 3AX,"6 Lloyd's Avenue, London, England, United Kingdom, EC3N 3AX",'+44 20 3751 2386,687fa88164e3b00001964d47,541110,,,,,,,,,
The Law Corner,The Law Corner,21,http://www.thelawcorner.org.uk,London,England,NW1 1,"1 Ossulston Street, London, England, United Kingdom, NW1 1",,687fa88164e3b00001964dc4,54111,,,,,,,,,
Gold Jennings Solicitors,Gold Jennings Solicitors,23,http://www.goldjennings.co.uk,London,England,EC1V 4JP,"11 Jerusalem Passage, London, England, United Kingdom, EC1V 4JP",'+44 20 8445 9268,687fa8afcafe940001ecec91,541110,,,,,,,,,
ILPA - Immigration Law Practitioners'​ Association,ILPA,28,http://www.ilpa.org.uk,London,England,EC1M 6JN,"40 Charterhouse Street, London, England, United Kingdom, EC1M 6JN",'+44 20 7251 8383,687fa8c62a959f000108ea15,,,,,,,,,,
ReFly,ReFly,36,http://www.refly.org,London,,,"London, United Kingdom",,687fa8c72a959f000108eaba,54111,,,,,,,,,
Maples Teesdale LLP,Maples Teesdale,80,http://www.maplesteesdale.co.uk,London,England,EC2V 8EE,"30 King Street, London, England, United Kingdom, EC2V 8EE",'+44 20 7600 3800,687fa8f4d7236b00018ff514,54111,,,,,,,,,
Bolt Burdon,Bolt Burdon,71,http://www.boltburdon.co.uk,London,England,W1K 6,"Providence House, London, England, United Kingdom, W1K 6",'+44 20 7288 4700,687fa8f4d7236b00018ff50c,541110,,,,,,,,,
"Incorporated Council of Law Reporting for England and Wales (""ICLR"")",Incorporated Council of Law Reporting for England and Wales,53,http://www.iclr.co.uk,London,England,WC2A 1PP,"119 Chancery Lane, London, England, United Kingdom, WC2A 1PP",'+44 20 7242 6471,687fa8f4d7236b00018ff50b,,,,,,,,,,
Rooks Rider Solicitors LLP,Rooks Rider Solicitors,31,http://www.rooksrider.co.uk,London,England,EC4R 2SU,"14 Dowgate Hill, London, England, United Kingdom, EC4R 2SU",'+44 20 7689 7000,687fa8f4d7236b00018ff502,541110,,,,,,,,,
Selborne Chambers,Selborne Chambers,75,http://www.selbornechambers.co.uk,London,England,WC2R 3AA,"10 Essex Street, London, England, United Kingdom, WC2R 3AA",'+44 20 7420 9500,687fa8f4d7236b00018ff50e,54111,,,,,,,,,
CM Murray LLP,CM Murray,35,http://www.cm-murray.com,London,England,EC3V 3NG,"36 Cornhill, London, England, United Kingdom, EC3V 3NG",'+44 20 7933 9133,687fa8f5d7236b00018ff5a8,541110,,,,,,,,,
Sperrin Law,Sperrin Law,23,http://www.sperrinlaw.net,London,England,WC2A 1DD,"79 Chancery Lane, London, England, United Kingdom, WC2A 1DD",'+44 20 3475 5545,687fa8f5d7236b00018ff59f,541110,,,,,,,,,
Fahri LLP,Fahri,58,http://www.fahrillp.com,London,England,N20 9HH,"1268 High Road, London, England, United Kingdom, N20 9HH",'+44 20 3813 8450,687fa8f5d7236b00018ff5b0,54111,,,,,,,,,
Gulbenkian Andonian Solicitors,Gulbenkian Andonian Solicitors,20,http://www.gulbenkian.co.uk,London,England,WC2A 3EG,"29 Lincoln's Inn Fields, London, England, United Kingdom, WC2A 3EG",'+44 20 7269 9590,687fa8f5d7236b00018ff5a7,54111,,,,,,,,,
PERIPATETIC LIMITED,PERIPATETIC,27,,London,England,,"London, England, United Kingdom",,687fa8f5d7236b00018ff5af,,,,,,,,,,
